ORF code	Gene name	dN	dS	dN/dS
YPR048W	TAH18	0.052	0.313	0.167
YMR144W		0.052	0.334	0.156
YMR284W	YKU70	0.052	0.454	0.115
YNL256W	FOL1	0.052	0.431	0.121
YHR016C	YSC84	0.052	0.547	0.096
YGL237C	HAP2	0.052	0.254	0.206
YPL008W	CHL1	0.052	0.343	0.153
YDL020C	RPN4	0.052	0.364	0.144
YMR030W	RSF1	0.052	0.363	0.144
YJL025W	RRN7	0.053	0.399	0.131
YML114C	TAF8	0.053	0.351	0.150
YLR094C	GIS3	0.053	0.319	0.165
YMR175W	SIP18	0.053	0.315	0.167
YAL034W-A	MTW1	0.053	0.362	0.146
YJL004C	SYS1	0.053	0.373	0.141
YDR390C	UBA2	0.053	0.410	0.129
YDL238C	GUD1	0.053	0.333	0.158
YHR061C	GIC1	0.053	0.297	0.177
YJR032W	CPR7	0.053	0.361	0.146
YJL019W	MPS3	0.053	0.317	0.166
YDR218C	SPR28	0.053	0.563	0.094
YJL180C	ATP12	0.053	0.537	0.098
YHR163W	SOL3	0.053	0.348	0.152
YFL042C		0.053	0.328	0.161
YLR117C	CLF1	0.053	0.310	0.171
YDL059C	RAD59	0.053	0.267	0.199
YGR109C	CLB6	0.053	0.296	0.179
YGL255W	ZRT1	0.053	0.397	0.134
YOL100W	PKH2	0.053	0.385	0.138
YLR417W	VPS36	0.053	0.331	0.161
YBR212W	NGR1	0.053	0.341	0.156
YGR113W	DAM1	0.053	0.443	0.120
YPL141C		0.053	0.371	0.143
YGL017W	ATE1	0.053	0.406	0.131
YJL174W	KRE9	0.053	0.345	0.154
YOR054C	VHS3	0.053	0.424	0.125
YJL097W	PHS1	0.053	0.233	0.228
YBR081C	SPT7	0.053	0.432	0.123
YLR210W	CLB4	0.053	0.389	0.137
YGR009C	SEC9	0.053	0.377	0.141
YPL124W	SPC29	0.053	0.315	0.169
YER088C	DOT6	0.053	0.241	0.222
YDR130C	FIN1	0.053	0.447	0.119
YGL067W	NPY1	0.053	0.381	0.140
YDR236C	FMN1	0.053	0.352	0.152
YJL066C	MPM1	0.053	0.322	0.166
YNL066W	SUN4	0.053	0.504	0.106
YHR158C	KEL1	0.053	0.389	0.137
YLR006C	SSK1	0.053	0.335	0.159
YOR033C	EXO1	0.053	0.360	0.148
YMR227C	TAF7	0.053	0.391	0.136
YCR071C	IMG2	0.053	0.297	0.180
YNR063W		0.053	0.192	0.279
YHR202W		0.054	0.360	0.149
YMR075W	RCO1	0.054	0.343	0.156
YNL023C	FAP1	0.054	0.353	0.152
YJL100W	LSB6	0.054	0.273	0.196
YNR030W	ALG12	0.054	0.318	0.168
YOR124C	UBP2	0.054	0.367	0.146
YNL139C	RLR1	0.054	0.353	0.152
YNR054C	ESF2	0.054	0.409	0.131
YJL102W	MEF2	0.054	0.477	0.112
YER124C	DSE1	0.054	0.357	0.150
YKL128C	PMU1	0.054	0.433	0.124
YDR441C	APT2	0.054	0.419	0.128
YJL209W	CBP1	0.054	0.343	0.157
YGL192W	IME4	0.054	0.328	0.164
YOR110W	TFC7	0.054	0.357	0.151
YPR104C	FHL1	0.054	0.468	0.115
YJL051W	IRC8	0.054	0.421	0.128
YDR386W	MUS81	0.054	0.525	0.102
YGL108C		0.054	0.328	0.164
YOL128C	YGK3	0.054	0.340	0.158
YCR042C	TAF2	0.054	0.623	0.087
YJL178C	ATG27	0.054	0.275	0.196
YIL055C		0.054	0.344	0.157
YER054C	GIP2	0.054	0.260	0.207
YKR085C	MRPL20	0.054	0.232	0.233
YMR031C		0.054	0.375	0.144
YDR175C	RSM24	0.054	0.525	0.103
YBL106C	SRO77	0.054	0.414	0.131
YBR105C	VID24	0.054	0.436	0.124
YGL250W	RMR1	0.054	0.317	0.170
YJL112W	MDV1	0.054	0.319	0.169
YML047C	PRM6	0.054	0.351	0.154
YER075C	PTP3	0.054	0.410	0.132
YMR232W	FUS2	0.054	0.396	0.137
YPR122W	AXL1	0.054	0.291	0.186
YPL253C	VIK1	0.054	0.335	0.162
YLR238W	FAR10	0.054	0.412	0.131
YLR104W		0.054	0.421	0.129
YJR106W	ECM27	0.054	0.426	0.127
YPR007C	REC8	0.054	0.418	0.130
YDL167C	NRP1	0.054	0.316	0.172
YLR206W	ENT2	0.054	0.267	0.203
YML014W	TRM9	0.054	0.282	0.193
YOL013C	HRD1	0.054	0.272	0.200
YML019W	OST6	0.054	0.324	0.168
YFL013C	IES1	0.054	0.356	0.153
YFR025C	HIS2	0.054	0.270	0.201
YOR346W	REV1	0.054	0.272	0.199
YDR309C	GIC2	0.054	0.310	0.175
YGR084C	MRP13	0.054	0.325	0.168
YHR011W	DIA4	0.054	0.258	0.211
YHR196W	UTP9	0.054	0.323	0.168
YGL064C	MRH4	0.054	0.389	0.140
YER129W	SAK1	0.054	0.475	0.115
YAL059W	ECM1	0.054	0.267	0.204
YIR002C	MPH1	0.055	0.343	0.159
YPR061C	JID1	0.055	0.301	0.181
YEL041W	YEF1	0.055	0.403	0.135
YJL096W	MRPL49	0.055	0.370	0.148
YHL008C		0.055	0.449	0.122
YBR237W	PRP5	0.055	0.390	0.140
YDL090C	RAM1	0.055	0.370	0.148
YCL005W	LDB16	0.055	0.221	0.248
YMR123W	PKR1	0.055	0.388	0.141
YJL002C	OST1	0.055	0.448	0.122
YGL107C	RMD9	0.055	0.367	0.149
YPR120C	CLB5	0.055	0.309	0.178
YEL005C	VAB2	0.055	0.375	0.147
YOL065C	INP54	0.055	0.350	0.157
YPL121C	MEI5	0.055	0.351	0.157
YOR003W	YSP3	0.055	0.440	0.125
YNR038W	DBP6	0.055	0.307	0.180
YLR286C	CTS1	0.055	0.333	0.166
YML104C	MDM1	0.055	0.424	0.130
YLR152C		0.055	0.394	0.140
YNL119W	NCS2	0.055	0.383	0.144
YCR040W	MATALPHA1	0.055	0.194	0.284
YGR098C	ESP1	0.055	0.391	0.142
YLL033W	IRC19	0.055	0.274	0.202
YKL092C	BUD2	0.055	0.406	0.136
YKR060W	UTP30	0.055	0.275	0.201
YPL157W	TGS1	0.055	0.368	0.151
YLR079W	SIC1	0.055	0.241	0.230
YHR197W	RIX1	0.055	0.355	0.156
YJR053W	BFA1	0.055	0.430	0.129
YGR263C	SAY1	0.056	0.398	0.140
YOR035C	SHE4	0.056	0.308	0.180
YDR482C	CWC21	0.056	0.109	0.510
YLR394W	CST9	0.056	0.400	0.139
YLR319C	BUD6	0.056	0.426	0.130
YPR049C	ATG11	0.056	0.396	0.141
YJR115W		0.056	0.256	0.217
YGL153W	PEX14	0.056	0.361	0.154
YPL222W	FMP40	0.056	0.442	0.126
YJL197W	UBP12	0.056	0.394	0.142
YLR336C	SGD1	0.056	0.393	0.142
YJL099W	CHS6	0.056	0.289	0.193
YPL133C	RDS2	0.056	0.462	0.121
YBR250W	SPO23	0.056	0.400	0.140
YLR127C	APC2	0.056	0.327	0.171
YBR269C	FMP21	0.056	0.407	0.137
YHR140W		0.056	0.315	0.177
YNL247W		0.056	0.413	0.136
YDR096W	GIS1	0.056	0.396	0.142
YMR220W	ERG8	0.056	0.486	0.115
YKR083C	DAD2	0.056	0.273	0.205
YKL191W	DPH2	0.056	0.359	0.156
YOR075W	UFE1	0.056	0.278	0.201
YOL026C	MIM1	0.056	0.478	0.117
YOR256C	TRE2	0.056	0.446	0.126
YHR116W	COX23	0.056	0.478	0.117
YIR013C	GAT4	0.056	0.251	0.223
YKR077W	MSA2	0.056	0.402	0.140
YJL186W	MNN5	0.056	0.382	0.147
YEL001C	IRC22	0.056	0.310	0.181
YDL203C	ACK1	0.056	0.408	0.138
YOR123C	LEO1	0.056	0.293	0.192
YOR339C	UBC11	0.056	0.292	0.193
YEL018W	EAF5	0.056	0.256	0.220
YJL127C	SPT10	0.056	0.371	0.152
YOR289W		0.056	0.510	0.111
YOR297C	TIM18	0.056	0.367	0.154
YOR023C	AHC1	0.056	0.402	0.140
YKL095W	YJU2	0.057	0.377	0.150
YDL053C	PBP4	0.057	0.363	0.156
YML007W	YAP1	0.057	0.314	0.180
YPL233W	NSL1	0.057	0.294	0.192
YEL038W	UTR4	0.057	0.398	0.142
YLR080W	EMP46	0.057	0.401	0.141
YLR326W		0.057	0.418	0.136
YMR041C	ARA2	0.057	0.347	0.163
YMR193W	MRPL24	0.057	0.450	0.126
YGR070W	ROM1	0.057	0.416	0.137
YIL071C	PCI8	0.057	0.306	0.186
YKR028W	SAP190	0.057	0.400	0.142
YNL095C		0.057	0.341	0.167
YDR200C	VPS64	0.057	0.382	0.149
YJL063C	MRPL8	0.057	0.269	0.212
YBL063W	KIP1	0.057	0.373	0.153
YGL160W		0.057	0.372	0.153
YBR107C	IML3	0.057	0.345	0.166
YFL054C		0.057	0.538	0.106
YDR421W	ARO80	0.057	0.413	0.139
YPL040C	ISM1	0.057	0.356	0.161
YGL251C	HFM1	0.057	0.447	0.128
YJR119C	JHD2	0.057	0.332	0.173
YJR060W	CBF1	0.057	0.358	0.160
YDR362C	TFC6	0.057	0.416	0.138
YNL230C	ELA1	0.057	0.314	0.182
YLR455W		0.057	1.914	0.030
YMR101C	SRT1	0.057	0.411	0.140
YKR044W	UIP5	0.057	0.329	0.174
YGL025C	PGD1	0.057	0.361	0.159
YMR280C	CAT8	0.057	0.367	0.156
YGR208W	SER2	0.058	0.405	0.142
YGR188C	BUB1	0.058	0.348	0.165
YLR332W	MID2	0.058	0.382	0.150
YER128W		0.058	0.381	0.151
YBR228W	SLX1	0.058	0.320	0.180
YLR360W	VPS38	0.058	0.397	0.145
YBR071W		0.058	0.331	0.174
YOR006C		0.058	0.429	0.135
YOR389W		0.058	0.366	0.158
YGR033C	TIM21	0.058	0.359	0.161
YLR211C		0.058	0.307	0.188
YLR014C	PPR1	0.058	0.409	0.141
YIL063C	YRB2	0.058	0.306	0.189
YOL054W	PSH1	0.058	0.324	0.179
YML017W	PSP2	0.058	0.311	0.186
YDR310C	SUM1	0.058	0.363	0.159
YOR032C	HMS1	0.058	0.365	0.158
YDR247W	VHS1	0.058	0.378	0.153
YER147C	SCC4	0.058	0.334	0.173
YGL071W	AFT1	0.058	0.380	0.153
YOR113W	AZF1	0.058	0.361	0.160
YPL120W	VPS30	0.058	0.377	0.154
YPR057W	BRR1	0.058	0.256	0.227
YML103C	NUP188	0.058	0.356	0.163
YJR098C		0.058	0.501	0.116
YLR131C	ACE2	0.058	0.317	0.183
YDR422C	SIP1	0.058	0.345	0.169
YPL190C	NAB3	0.058	0.456	0.128
YGR112W	SHY1	0.058	0.374	0.156
YGR276C	RNH70	0.059	0.338	0.173
YNL159C	ASI2	0.059	0.412	0.142
YDR451C	YHP1	0.059	0.393	0.149
YPL097W	MSY1	0.059	0.346	0.169
YDR305C	HNT2	0.059	0.547	0.107
YKL154W	SRP102	0.059	0.327	0.179
YBR262C	FMP51	0.059	0.298	0.197
YOR026W	BUB3	0.059	0.386	0.152
YER115C	SPR6	0.059	0.417	0.141
YER132C	PMD1	0.059	0.401	0.147
YOR219C	STE13	0.059	0.429	0.137
YKR064W	OAF3	0.059	0.387	0.152
YGL083W	SCY1	0.059	0.364	0.162
YMR020W	FMS1	0.059	0.409	0.144
YGL050W	TYW3	0.059	0.460	0.128
YGL113W	SLD3	0.059	0.438	0.135
YBR015C	MNN2	0.059	0.301	0.197
YOL138C		0.059	0.371	0.159
YPL224C	MMT2	0.059	0.435	0.136
YDR411C	DFM1	0.059	0.372	0.159
YDL030W	PRP9	0.059	0.381	0.155
YMR013C	SEC59	0.059	0.271	0.218
YMR097C	MTG1	0.059	0.299	0.198
YHR168W	MTG2	0.059	0.341	0.173
YHR036W	BRL1	0.059	0.268	0.221
YNR051C	BRE5	0.059	0.310	0.191
YMR036C	MIH1	0.059	0.411	0.144
YLL005C	SPO75	0.059	0.305	0.195
YIL073C	SPO22	0.059	0.344	0.172
YJL087C	TRL1	0.059	0.413	0.144
YAL011W	SWC3	0.059	0.345	0.172
YHR014W	SPO13	0.059	0.542	0.109
YGR194C	XKS1	0.059	0.368	0.161
YNR006W	VPS27	0.059	0.360	0.165
YKL209C	STE6	0.059	0.365	0.163
YDR435C	PPM1	0.059	0.415	0.143
YCR052W	RSC6	0.059	0.371	0.160
YPR009W	SUT2	0.059	0.233	0.255
YNL106C	INP52	0.060	0.444	0.134
YDR371W	CTS2	0.060	0.347	0.172
YGR258C	RAD2	0.060	0.411	0.145
YPR075C	OPY2	0.060	0.459	0.130
YHR187W	IKI1	0.060	0.287	0.207
YBL058W	SHP1	0.060	0.434	0.137
YPL046C	ELC1	0.060	0.384	0.156
YGR158C	MTR3	0.060	0.318	0.188
YCR028C-A	RIM1	0.060	0.461	0.130
YGL155W	CDC43	0.060	0.418	0.143
YER153C	PET122	0.060	0.261	0.229
YNL225C	CNM67	0.060	0.442	0.135
YJL054W	TIM54	0.060	0.384	0.156
YNL206C	RTT106	0.060	0.515	0.116
YMR040W	YET2	0.060	0.197	0.305
YEL055C	POL5	0.060	0.339	0.177
YCL051W	LRE1	0.060	0.332	0.181
YDR528W	HLR1	0.060	0.368	0.163
YMR132C	JLP2	0.060	0.287	0.209
YBL097W	BRN1	0.060	0.415	0.145
YGL229C	SAP4	0.060	0.331	0.181
YDR121W	DPB4	0.060	0.382	0.158
YJR050W	ISY1	0.060	0.322	0.187
YHR117W	TOM71	0.060	0.374	0.161
YIR006C	PAN1	0.060	0.376	0.160
YOR066W	MSA1	0.060	0.378	0.159
YAL056W	GPB2	0.060	0.447	0.135
YDR259C	YAP6	0.060	0.421	0.143
YDR244W	PEX5	0.060	0.398	0.151
YLR021W	IRC25	0.060	0.231	0.261
YNL029C	KTR5	0.060	0.318	0.190
YLR084C	RAX2	0.060	0.417	0.145
YGL028C	SCW11	0.061	0.524	0.115
YDR459C	PFA5	0.061	0.318	0.190
YPL015C	HST2	0.061	0.215	0.282
YKL012W	PRP40	0.061	0.364	0.166
YJR013W	GPI14	0.061	0.308	0.197
YDR205W	MSC2	0.061	0.372	0.163
YGL047W	ALG13	0.061	0.354	0.171
YGR130C		0.061	0.511	0.119
YJR112W-A		0.061	0.244	0.249
YOR319W	HSH49	0.061	0.313	0.194
YCR060W	TAH1	0.061	0.421	0.145
YBR066C	NRG2	0.061	0.271	0.225
YDR137W	RGP1	0.061	0.375	0.163
YPL194W	DDC1	0.061	0.405	0.150
YKL006C-A	SFT1	0.061	0.398	0.153
YMR078C	CTF18	0.061	0.464	0.132
YFL027C	GYP8	0.061	0.321	0.191
YGL133W	ITC1	0.061	0.329	0.186
YOR101W	RAS1	0.061	0.423	0.145
YDR379W	RGA2	0.061	0.361	0.170
YGL222C	EDC1	0.061	0.194	0.315
YFL025C	BST1	0.061	0.308	0.199
YKR050W	TRK2	0.061	0.338	0.182
YLR343W	GAS2	0.061	0.455	0.135
YDL216C	RRI1	0.061	0.427	0.144
YNL258C	DSL1	0.061	0.348	0.176
YLL051C	FRE6	0.061	0.321	0.191
YOR172W	YRM1	0.061	0.460	0.134
YGL020C	GET1	0.062	0.290	0.212
YML097C	VPS9	0.062	0.411	0.150
YKL168C	KKQ8	0.062	0.455	0.135
YGR133W	PEX4	0.062	0.494	0.125
YDR171W	HSP42	0.062	0.432	0.142
YIL110W	MNI1	0.062	0.422	0.146
YJL103C	GSM1	0.062	0.481	0.128
YDL204W	RTN2	0.062	0.338	0.182
YDR351W	SBE2	0.062	0.411	0.150
YIL114C	POR2	0.062	0.569	0.108
YGL162W	SUT1	0.062	0.396	0.156
YCR019W	MAK32	0.062	0.460	0.134
YDR180W	SCC2	0.062	0.366	0.169
YOR208W	PTP2	0.062	0.363	0.171
YPR067W	ISA2	0.062	0.372	0.166
YKL011C	CCE1	0.062	0.512	0.121
YBR216C	YBP1	0.062	0.373	0.166
YPL096W	PNG1	0.062	0.323	0.192
YIL095W	PRK1	0.062	0.476	0.130
YKR020W	VPS51	0.062	0.227	0.273
YOR126C	IAH1	0.062	0.367	0.169
YGR189C	CRH1	0.062	0.392	0.159
YPR169W	JIP5	0.062	0.406	0.153
YLR247C	IRC20	0.062	0.328	0.190
YPL250C	ICY2	0.062	0.215	0.290
YGL110C	CUE3	0.062	0.463	0.134
YKL175W	ZRT3	0.062	0.369	0.169
YOR188W	MSB1	0.062	0.388	0.160
YPL003W	ULA1	0.062	0.305	0.204
YOR162C	YRR1	0.062	0.295	0.212
YJL123C		0.062	0.327	0.191
YER001W	MNN1	0.063	0.455	0.137
YKL173W	SNU114	0.063	0.407	0.154
YOL108C	INO4	0.063	0.550	0.114
YIL099W	SGA1	0.063	0.338	0.185
YDR070C	FMP16	0.063	0.248	0.253
YPL139C	UME1	0.063	0.445	0.141
YGL098W	USE1	0.063	0.415	0.151
YOR195W	SLK19	0.063	0.415	0.151
YKR019C	IRS4	0.063	0.330	0.191
YML054C	CYB2	0.063	0.484	0.130
YGR229C	SMI1	0.063	0.388	0.162
YHR059W	FYV4	0.063	0.264	0.238
YIL050W	PCL7	0.063	0.472	0.133
YBR086C	IST2	0.063	0.351	0.179
YOL080C	REX4	0.063	0.325	0.194
YER176W	ECM32	0.063	0.317	0.199
YJL089W	SIP4	0.063	0.323	0.195
YCL045C		0.063	0.323	0.196
YBR165W	UBS1	0.063	0.293	0.215
YOR058C	ASE1	0.063	0.341	0.185
YKL096W	CWP1	0.063	0.370	0.171
YKL122C	SRP21	0.063	0.298	0.212
YMR138W	CIN4	0.063	0.324	0.195
YNL299W	TRF5	0.063	0.387	0.163
YJR031C	GEA1	0.063	0.401	0.158
YOR034C	AKR2	0.063	0.348	0.181
YNL278W	CAF120	0.063	0.318	0.199
YGR134W	CAF130	0.063	0.287	0.220
YIL079C	AIR1	0.063	0.381	0.166
YLL032C		0.063	0.358	0.177
YLR393W	ATP10	0.063	0.262	0.242
YML043C	RRN11	0.063	0.375	0.169
YOR242C	SSP2	0.063	0.382	0.166
YMR312W	ELP6	0.064	0.246	0.259
YOR005C	DNL4	0.064	0.354	0.180
YBR103W	SIF2	0.064	0.443	0.144
YML049C	RSE1	0.064	0.417	0.153
YBR279W	PAF1	0.064	0.620	0.103
YMR204C	INP1	0.064	0.448	0.142
YBR150C	TBS1	0.064	0.448	0.142
YCR069W	CPR4	0.064	0.432	0.147
YLL002W	RTT109	0.064	0.346	0.185
YNR009W	NRM1	0.064	0.267	0.240
YPL181W	CTI6	0.064	0.534	0.120
YDR475C	JIP4	0.064	0.365	0.175
YOR174W	MED4	0.064	0.362	0.177
YLR082C	SRL2	0.064	0.301	0.213
YOR017W	PET127	0.064	0.380	0.169
YFR049W	YMR31	0.064	0.396	0.162
YOL091W	SPO21	0.064	0.318	0.202
YLR190W	MMR1	0.064	0.340	0.189
YER047C	SAP1	0.064	0.405	0.159
YMR149W	SWP1	0.064	0.248	0.259
YBR156C	SLI15	0.064	0.366	0.176
YHR161C	YAP1801	0.064	0.475	0.136
YOR073W	SGO1	0.064	0.300	0.215
YGR075C	PRP38	0.064	0.270	0.239
YKR029C	Sep-03	0.064	0.399	0.161
YDL200C	MGT1	0.064	0.370	0.174
YLR457C	NBP1	0.065	0.567	0.114
YPL020C	ULP1	0.065	0.325	0.199
YJR062C	NTA1	0.065	0.437	0.148
YNL082W	PMS1	0.065	0.486	0.133
YDR356W	SPC110	0.065	0.366	0.176
YOL152W	FRE7	0.065	0.221	0.291
YDR466W	PKH3	0.065	0.333	0.194
YOR249C	APC5	0.065	0.418	0.155
YJL090C	DPB11	0.065	0.391	0.165
YBL046W	PSY4	0.065	0.242	0.267
YDL209C	CWC2	0.065	0.463	0.140
YGR270W	YTA7	0.065	0.445	0.145
YOR320C	GNT1	0.065	0.300	0.216
YJR054W		0.065	0.407	0.159
YBL088C	TEL1	0.065	0.369	0.175
YGR104C	SRB5	0.065	0.398	0.163
YIL010W	DOT5	0.065	0.349	0.186
YGL038C	OCH1	0.065	0.356	0.182
YHR006W	STP2	0.065	0.313	0.207
YKR007W	MEH1	0.065	0.374	0.174
YLR309C	IMH1	0.065	0.341	0.191
YAL008W	FUN14	0.065	0.333	0.195
YHR056C	RSC30	0.065	0.277	0.235
YMR136W	GAT2	0.065	0.287	0.227
YER035W	EDC2	0.065	0.448	0.145
YOR077W	RTS2	0.065	0.305	0.214
YKL159C	RCN1	0.065	0.371	0.176
YKL155C	RSM22	0.065	0.418	0.156
YDR295C	HDA2	0.065	0.403	0.162
YHL006C	SHU1	0.065	0.239	0.274
YDR275W	BSC2	0.065	0.425	0.154
YGL241W	KAP114	0.065	0.475	0.138
YOR044W	IRC23	0.065	0.388	0.169
YPR030W	CSR2	0.065	0.413	0.158
YJL047C	RTT101	0.066	0.384	0.171
YIR018W	YAP5	0.066	0.336	0.195
YPR025C	CCL1	0.066	0.436	0.150
YPL009C		0.066	0.396	0.166
YOL076W	MDM20	0.066	0.265	0.248
YKL222C		0.066	0.310	0.212
YDR030C	RAD28	0.066	0.426	0.154
YMR052W	FAR3	0.066	0.457	0.144
YJR056C		0.066	0.393	0.167
YLR018C	POM34	0.066	0.350	0.188
YGL183C	MND1	0.066	0.326	0.202
YNR020C	ATP23	0.066	0.578	0.114
YHR164C	DNA2	0.066	0.347	0.189
YHR060W	VMA22	0.066	0.242	0.272
YNL215W	IES2	0.066	0.369	0.179
YKL084W	HOT13	0.066	0.379	0.174
YHR091C	MSR1	0.066	0.427	0.154
YLR376C	PSY3	0.066	0.313	0.210
YGL203C	KEX1	0.066	0.402	0.164
YIL120W	QDR1	0.066	0.375	0.176
YCR092C	MSH3	0.066	0.412	0.160
YLR431C	ATG23	0.066	0.393	0.168
YBR163W	DEM1	0.066	0.397	0.166
YJL091C	GWT1	0.066	0.346	0.191
YDR494W	RSM28	0.066	0.313	0.211
YLR227C	ADY4	0.066	0.355	0.186
YBR272C	HSM3	0.066	0.289	0.228
YNL259C	ATX1	0.066	0.318	0.208
YDR243C	PRP28	0.066	0.502	0.132
YDL112W	TRM3	0.066	0.340	0.195
YOL117W	RRI2	0.066	0.390	0.170
YDR393W	SHE9	0.066	0.248	0.268
YNL316C	PHA2	0.066	0.415	0.160
YMR042W	ARG80	0.066	0.414	0.161
YBR153W	RIB7	0.067	0.488	0.136
YGL228W	SHE10	0.067	0.337	0.198
YJR043C	POL32	0.067	0.441	0.151
YKR098C	UBP11	0.067	0.436	0.153
YOL031C	SIL1	0.067	0.373	0.179
YPR031W	NTO1	0.067	0.407	0.164
YPL208W	RKM1	0.067	0.384	0.174
YNL020C	ARK1	0.067	0.389	0.172
YMR016C	SOK2	0.067	0.385	0.174
YDR041W	RSM10	0.067	0.391	0.172
YDR527W	RBA50	0.067	0.488	0.138
YNL272C	SEC2	0.067	0.337	0.200
YKL198C	PTK1	0.067	0.594	0.113
YCR073C	SSK22	0.067	0.398	0.169
YDL129W		0.067	0.231	0.292
YCR032W	BPH1	0.067	0.332	0.203
YER098W	UBP9	0.067	0.384	0.176
YOR030W	DFG16	0.067	0.376	0.179
YLR114C	AVL9	0.067	0.346	0.195
YML062C	MFT1	0.068	0.382	0.177
YOR205C	FMP38	0.068	0.479	0.141
YHR017W	YSC83	0.068	0.327	0.207
YPR106W	ISR1	0.068	0.448	0.151
YKL101W	HSL1	0.068	0.441	0.153
YER109C	FLO8	0.068	0.350	0.193
YCR091W	KIN82	0.068	0.398	0.170
YGL096W	TOS8	0.068	0.469	0.145
YMR009W	ADI1	0.068	0.296	0.230
YDR183W	PLP1	0.068	0.381	0.178
YNR023W	SNF12	0.068	0.420	0.162
YIR032C	DAL3	0.068	0.300	0.226
YBR045C	GIP1	0.068	0.374	0.182
YLR007W	NSE1	0.068	0.270	0.252
YDR182W	CDC1	0.068	0.354	0.193
YDR125C	ECM18	0.068	0.370	0.184
YER144C	UBP5	0.068	0.408	0.167
YGR006W	PRP18	0.068	0.403	0.169
YNR074C	AIF1	0.068	0.404	0.168
YNL334C	SNO2	0.068	0.360	0.190
YGL134W	PCL10	0.068	0.292	0.233
YCR036W	RBK1	0.068	0.553	0.123
YDR498C	SEC20	0.068	0.283	0.241
YMR019W	STB4	0.068	0.424	0.161
YJR097W	JJJ3	0.068	0.377	0.182
YBR065C	ECM2	0.068	0.403	0.170
YDR251W	PAM1	0.069	0.334	0.205
YIL036W	CST6	0.069	0.500	0.137
YBR005W	RCR1	0.069	0.342	0.200
YHR159W		0.069	0.355	0.193
YLR090W	XDJ1	0.069	0.302	0.227
YMR184W	ADD37	0.069	0.351	0.196
YIL014W	MNT3	0.069	0.306	0.224
YLR097C	HRT3	0.069	0.344	0.199
YLL062C	MHT1	0.069	0.437	0.157
YJR149W		0.069	0.575	0.120
YOR084W		0.069	0.463	0.149
YNL051W	COG5	0.069	0.357	0.193
YOR275C	RIM20	0.069	0.461	0.149
YOR354C	MSC6	0.069	0.338	0.204
YMR023C	MSS1	0.069	0.401	0.172
YCR026C	NPP1	0.069	0.388	0.178
YKR063C	LAS1	0.069	0.384	0.180
YKL149C	DBR1	0.069	0.368	0.187
YDR123C	INO2	0.069	0.262	0.263
YNL063W	MTQ1	0.069	0.341	0.202
YMR095C	SNO1	0.069	0.253	0.273
YKL014C	URB1	0.069	0.332	0.208
YER158C		0.069	0.311	0.222
YFR008W	FAR7	0.069	0.356	0.194
YJL161W	FMP33	0.069	0.402	0.172
YPL113C		0.069	0.429	0.162
YOR201C	MRM1	0.069	0.401	0.173
YAL047C	SPC72	0.069	0.302	0.229
YDR414C	ERD1	0.069	0.355	0.195
YKL033W		0.069	0.348	0.199
YMR156C	TPP1	0.069	0.380	0.183
YDR117C	TMA64	0.070	0.376	0.185
YKL197C	PEX1	0.070	0.394	0.176
YIL019W	FAF1	0.070	0.484	0.144
YIR030C	DCG1	0.070	0.377	0.184
YNL091W	NST1	0.070	0.391	0.178
YMR119W	ASI1	0.070	0.384	0.181
YNL286W	CUS2	0.070	0.258	0.269
YLR199C	PBA1	0.070	0.358	0.195
YHR034C	PIH1	0.070	0.557	0.125
YML095C	RAD10	0.070	0.280	0.249
YNR040W		0.070	0.365	0.191
YPL007C	TFC8	0.070	0.367	0.190
YEL004W	YEA4	0.070	0.302	0.231
YDR530C	APA2	0.070	0.284	0.246
YPL049C	DIG1	0.070	0.358	0.195
YFR018C		0.070	0.267	0.262
YMR065W	KAR5	0.070	0.377	0.186
YJL157C	FAR1	0.070	0.402	0.174
YBR199W	KTR4	0.070	0.375	0.187
YNL245C	CWC25	0.070	0.256	0.274
YFL029C	CAK1	0.070	0.404	0.174
YDL177C		0.070	0.252	0.279
YHL022C	SPO11	0.070	0.415	0.169
YLL058W		0.070	0.515	0.136
YER092W	IES5	0.070	0.431	0.163
YGL145W	TIP20	0.070	0.368	0.191
YML068W	ITT1	0.070	0.346	0.203
YDL003W	MCD1	0.070	0.419	0.168
YKR071C	DRE2	0.071	0.437	0.162
YEL019C	MMS21	0.071	0.293	0.242
YGL036W		0.071	0.292	0.242
YLR361C-A		0.071	0.338	0.209
YFL049W	SWP82	0.071	0.406	0.175
YHR201C	PPX1	0.071	0.424	0.167
YPL001W	HAT1	0.071	0.396	0.179
YLR095C	IOC2	0.071	0.404	0.176
YOL111C	MDY2	0.071	0.285	0.249
YMR157C	FMP39	0.071	0.334	0.213
YDR088C	SLU7	0.071	0.379	0.187
YDR317W	HIM1	0.071	0.527	0.135
YMR257C	PET111	0.071	0.342	0.208
YGR093W	DRN1	0.071	0.445	0.160
YDL036C	PUS9	0.071	0.382	0.187
YLR318W	EST2	0.071	0.366	0.195
YOL070C	NBA1	0.072	0.366	0.196
YLR266C	PDR8	0.072	0.304	0.236
YGR129W	SYF2	0.072	0.439	0.163
YPL052W	OAZ1	0.072	0.372	0.193
YDR440W	DOT1	0.072	0.402	0.178
YIL052C	RPL34B	0.072	0.174	0.411
YKL093W	MBR1	0.072	0.396	0.181
YFR005C	SAD1	0.072	0.305	0.235
